observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1
3.111100865008928,,,,,,,,,,,,,,Caernarfonshire/Meirionnydd,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
0.6760526239703026,,,,,,,,,,,,,,Caerphilly,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
2.9944041742260508,,,,,,,,,,,,,,Caerphilly,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
160.8871227054506,,,,,,,,,,,,,,Cardiff,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
89.20719423078961,,,,,,,,,,,,,,Cardiff,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
21.91893654239816,,,,,,,,,,,,,,Cardiganshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
3.135502780288565,,,,,,,,,,,,,,Cardiganshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
8.959912537280118,,,,,,,,,,,,,,Carmarthenshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
,.,,,,,,,,,,,,,Carmarthenshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
26.169254969165948,,,,,,,,,,,,,,Denbighshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
2.141657085477675,,,,,,,,,,,,,,Denbighshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
3.3034462439638723,,,,,,,,,,,,,,Flintshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
4.02243500715597,,,,,,,,,,,,,,Flintshire,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
0.7256972291396709,,,,,,,,,,,,,,Merthyr Tydfil,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Holiday,Holiday,,,
,.,,,,,,,,,,,,,Merthyr Tydfil,,,2016,2016,,Year,,,,,,,,,,,,,1,,Type of Travel,Type of Travel,,Business,Business,,,
